SampleID	Project	Model	Treatment	Stool	Time	Mouse_Fecal	Mouse Strain	PCoA	Order
CDC2PlateM10F09	CDC2	Mice	Augmentin	FS06	C	B38	C57	N	NA
CDC2PlateM10F10	CDC2	Mice	Augmentin	FS06	C	B38	C57	N	NA
CDC2PlateM10F11	CDC2	Mice	Augmentin	FS06	C	B38	C57	N	NA
CDC2PlateM10F12	CDC2	Mice	Augmentin	FS06	C	B38	C57	N	NA
CDC2PlateM10G01	CDC2	Mice	Augmentin	FS06	C	B38	C57	N	NA
CDC2PlateM3H03	CDC2	Mice	Augmentin	FS06	C	H38	C3H	N	NA
CDC2PlateM3H04	CDC2	Mice	Augmentin	FS06	C	H38	C3H	N	NA
CDC2PlateM3H05	CDC2	Mice	Augmentin	FS06	C	H38	C3H	N	NA
CDC2PlateM3H06	CDC2	Mice	Augmentin	FS06	C	H38	C3H	N	NA
CDC2PlateM3H07	CDC2	Mice	Augmentin	FS06	C	H38	C3H	N	NA
CDC2PlateM3H08	CDC2	Mice	Augmentin	FS06	C	H38	C3H	N	NA
CDC2PlateM7G03	CDC2	Mice	Augmentin	FS06	C	S38	SW	N	NA
CDC2PlateM7G04	CDC2	Mice	Augmentin	FS06	C	S38	SW	N	NA
CDC2PlateM7G05	CDC2	Mice	Augmentin	FS06	C	S38	SW	N	NA
CDC2PlateM7G06	CDC2	Mice	Augmentin	FS06	C	S38	SW	N	NA
CDC2PlateM7G07	CDC2	Mice	Augmentin	FS06	C	S38	SW	N	NA
CDC2PlateM7G08	CDC2	Mice	Augmentin	FS06	C	S38	SW	N	NA
FS39_LT1_5AB_BA_M2	CDC1	Mice	5AB	FS05	A	S39A	SW	N	NA
FS39_ST2_5AB_BA_M1	CDC1	Mice	5AB	FS05	A	S39A	SW	N	NA
FS39_ST2_5AB_BA_M2	CDC1	Mice	5AB	FS05	A	S39A	SW	N	NA
FS39_ST2_5AB_BA_M3	CDC1	Mice	5AB	FS05	A	S39A	SW	N	NA
FS39_ST2_5AB_BA_M4	CDC1	Mice	5AB	FS05	A	S39A	SW	N	NA
FS39_ST2_5AB_BA_M5	CDC1	Mice	5AB	FS05	A	S39A	SW	N	NA
FS39_LT1_5AB_AA_M2	CDC1	Mice	5AB	FS05	B	S39A	SW	N	NA
FS39_ST2_5AB_AA_M1	CDC1	Mice	5AB	FS05	B	S39A	SW	N	NA
FS39_ST2_5AB_AA_M2	CDC1	Mice	5AB	FS05	B	S39A	SW	N	NA
FS39_ST2_5AB_AA_M3	CDC1	Mice	5AB	FS05	B	S39A	SW	N	NA
FS39_ST2_5AB_AA_M4	CDC1	Mice	5AB	FS05	B	S39A	SW	N	NA
FS39_ST2_5AB_AA_M5	CDC1	Mice	5AB	FS05	B	S39A	SW	N	NA
CDC2Plate15A10	CDC2	Bioreactors	Untreated	FS04	A	NA	NA	Y	NA
CDC2Plate7A01	CDC2	Bioreactors	Untreated	FS04	A	NA	NA	Y	NA
CDC2Plate6G08	CDC2	Bioreactors	Untreated	FS04	A	NA	NA	Y	NA
CDC2Plate9D12	CDC2	Bioreactors	Untreated	FS04	A	NA	NA	Y	NA
CDC2Plate15H01	CDC2	Bioreactors	Untreated	FS04	B	NA	NA	N	NA
CDC2Plate7E12	CDC2	Bioreactors	Untreated	FS04	B	NA	NA	N	NA
CDC2Plate10G01	CDC2	Bioreactors	Untreated	FS04	B	NA	NA	N	NA
CDC2Plate7D09	CDC2	Bioreactors	Untreated	FS04	B	NA	NA	N	NA
CDC2Plate12A04	CDC2	Bioreactors	Untreated	FS04	C	NA	NA	N	NA
CDC2Plate8A10	CDC2	Bioreactors	Untreated	FS04	C	NA	NA	N	NA
CDC2Plate16D12	CDC2	Bioreactors	Untreated	FS04	D	NA	NA	N	NA
CDC2Plate8C01	CDC2	Bioreactors	Untreated	FS04	D	NA	NA	N	NA
CDC2Plate15A11	CDC2	Bioreactors	Untreated	FS05	A	NA	NA	Y	NA
CDC2Plate7A02	CDC2	Bioreactors	Untreated	FS05	A	NA	NA	Y	NA
CDC2Plate10A10	CDC2	Bioreactors	Untreated	FS05	A	NA	NA	Y	NA
CDC2Plate6G09	CDC2	Bioreactors	Untreated	FS05	A	NA	NA	Y	NA
CDC2Plate15H02	CDC2	Bioreactors	Untreated	FS05	B	NA	NA	N	NA
CDC2Plate7F01	CDC2	Bioreactors	Untreated	FS05	B	NA	NA	N	NA
CDC2Plate11C11	CDC2	Bioreactors	Untreated	FS05	B	NA	NA	N	NA
CDC2Plate7D10	CDC2	Bioreactors	Untreated	FS05	B	NA	NA	N	NA
CDC2Plate8A11	CDC2	Bioreactors	Untreated	FS05	C	NA	NA	N	NA
CDC2Plate16E01	CDC2	Bioreactors	Untreated	FS05	D	NA	NA	N	NA
CDC2Plate8C02	CDC2	Bioreactors	Untreated	FS05	D	NA	NA	N	NA
CDC2Plate15A12	CDC2	Bioreactors	Untreated	FS06	A	NA	NA	Y	NA
CDC2Plate7A03	CDC2	Bioreactors	Untreated	FS06	A	NA	NA	Y	NA
CDC2Plate10A11	CDC2	Bioreactors	Untreated	FS06	A	NA	NA	Y	NA
CDC2Plate6G10	CDC2	Bioreactors	Untreated	FS06	A	NA	NA	Y	NA
CDC2Plate15H03	CDC2	Bioreactors	Untreated	FS06	B	NA	NA	N	NA
CDC2Plate7F02	CDC2	Bioreactors	Untreated	FS06	B	NA	NA	N	NA
CDC2Plate11C12	CDC2	Bioreactors	Untreated	FS06	B	NA	NA	N	NA
CDC2Plate7D11	CDC2	Bioreactors	Untreated	FS06	B	NA	NA	N	NA
CDC2Plate12F01	CDC2	Bioreactors	Untreated	FS06	C	NA	NA	N	NA
CDC2Plate8A12	CDC2	Bioreactors	Untreated	FS06	C	NA	NA	N	NA
CDC2Plate16E02	CDC2	Bioreactors	Untreated	FS06	D	NA	NA	N	NA
CDC2Plate8C03	CDC2	Bioreactors	Untreated	FS06	D	NA	NA	N	NA
CDC2Plate7B09	CDC2	Bioreactors	Fidaxomicin	FS04	A	NA	NA	Y	NA
CDC2Plate9E12	CDC2	Bioreactors	Fidaxomicin	FS04	A	NA	NA	Y	NA
CDC2Plate7G08	CDC2	Bioreactors	Fidaxomicin	FS04	B	NA	NA	N	NA
CDC2Plate12B04	CDC2	Bioreactors	Fidaxomicin	FS04	C	NA	NA	N	NA
CDC2Plate8D09	CDC2	Bioreactors	Fidaxomicin	FS04	C	NA	NA	N	NA
CDC2Plate10B10	CDC2	Bioreactors	Fidaxomicin	FS05	A	NA	NA	Y	NA
CDC2Plate7B10	CDC2	Bioreactors	Fidaxomicin	FS05	A	NA	NA	Y	NA
CDC2Plate11D11	CDC2	Bioreactors	Fidaxomicin	FS05	B	NA	NA	N	NA
CDC2Plate7G09	CDC2	Bioreactors	Fidaxomicin	FS05	B	NA	NA	N	NA
CDC2Plate12F12	CDC2	Bioreactors	Fidaxomicin	FS05	C	NA	NA	N	NA
CDC2Plate8D10	CDC2	Bioreactors	Fidaxomicin	FS05	C	NA	NA	N	NA
CDC2Plate10B11	CDC2	Bioreactors	Fidaxomicin	FS06	A	NA	NA	Y	NA
CDC2Plate7B11	CDC2	Bioreactors	Fidaxomicin	FS06	A	NA	NA	Y	NA
CDC2Plate11D12	CDC2	Bioreactors	Fidaxomicin	FS06	B	NA	NA	N	NA
CDC2Plate7G10	CDC2	Bioreactors	Fidaxomicin	FS06	B	NA	NA	N	NA
CDC2Plate12G01	CDC2	Bioreactors	Fidaxomicin	FS06	C	NA	NA	N	NA
CDC2Plate8D11	CDC2	Bioreactors	Fidaxomicin	FS06	C	NA	NA	N	NA
CDC2Plate1F08	CDC2	Bioreactors	Clindamycin	FS04	A	NA	NA	Y	NA
CDC2Plate9F11	CDC2	Bioreactors	Clindamycin	FS04	A	NA	NA	Y	NA
CDC2Plate11A02	CDC2	Bioreactors	Clindamycin	FS04	B	NA	NA	N	NA
CDC2Plate12C03	CDC2	Bioreactors	Clindamycin	FS04	C	NA	NA	N	NA
CDC2Plate2H02	CDC2	Bioreactors	Clindamycin	FS04	C	NA	NA	N	NA
CDC2Plate10C10	CDC2	Bioreactors	Clindamycin	FS05	A	NA	NA	Y	NA
CDC2Plate7A10	CDC2	Bioreactors	Clindamycin	FS05	A	NA	NA	Y	NA
CDC2Plate11E11	CDC2	Bioreactors	Clindamycin	FS05	B	NA	NA	N	NA
CDC2Plate7F09	CDC2	Bioreactors	Clindamycin	FS05	B	NA	NA	N	NA
CDC2Plate12G12	CDC2	Bioreactors	Clindamycin	FS05	C	NA	NA	N	NA
CDC2Plate8C10	CDC2	Bioreactors	Clindamycin	FS05	C	NA	NA	N	NA
CDC2Plate10C11	CDC2	Bioreactors	Clindamycin	FS06	A	NA	NA	Y	NA
CDC2Plate7A11	CDC2	Bioreactors	Clindamycin	FS06	A	NA	NA	Y	NA
CDC2Plate11E12	CDC2	Bioreactors	Clindamycin	FS06	B	NA	NA	N	NA
CDC2Plate7F10	CDC2	Bioreactors	Clindamycin	FS06	B	NA	NA	N	NA
CDC2Plate12H01	CDC2	Bioreactors	Clindamycin	FS06	C	NA	NA	N	NA
CDC2Plate8C11	CDC2	Bioreactors	Clindamycin	FS06	C	NA	NA	N	NA
CDC2Plate15B04	CDC2	Bioreactors	Ceftriaxone	FS04	A	NA	NA	Y	NA
CDC2Plate7A04	CDC2	Bioreactors	Ceftriaxone	FS04	A	NA	NA	Y	NA
CDC2Plate15E11	CDC2	Bioreactors	Ceftriaxone	FS04	A	NA	NA	Y	NA
CDC2Plate6G02	CDC2	Bioreactors	Ceftriaxone	FS04	A	NA	NA	Y	NA
CDC2Plate15H07	CDC2	Bioreactors	Ceftriaxone	FS04	B	NA	NA	N	NA
CDC2Plate7F03	CDC2	Bioreactors	Ceftriaxone	FS04	B	NA	NA	N	NA
CDC2Plate16B06	CDC2	Bioreactors	Ceftriaxone	FS04	B	NA	NA	N	NA
CDC2Plate7D03	CDC2	Bioreactors	Ceftriaxone	FS04	B	NA	NA	N	NA
CDC2Plate16B10	CDC2	Bioreactors	Ceftriaxone	FS04	C	NA	NA	N	NA
CDC2Plate8A04	CDC2	Bioreactors	Ceftriaxone	FS04	C	NA	NA	N	NA
CDC2Plate16E06	CDC2	Bioreactors	Ceftriaxone	FS04	D	NA	NA	N	NA
CDC2Plate8C04	CDC2	Bioreactors	Ceftriaxone	FS04	D	NA	NA	N	NA
CDC2Plate15B05	CDC2	Bioreactors	Ceftriaxone	FS05	A	NA	NA	Y	NA
CDC2Plate7A05	CDC2	Bioreactors	Ceftriaxone	FS05	A	NA	NA	Y	NA
CDC2Plate10C06	CDC2	Bioreactors	Ceftriaxone	FS05	A	NA	NA	Y	NA
CDC2Plate6G03	CDC2	Bioreactors	Ceftriaxone	FS05	A	NA	NA	Y	NA
CDC2Plate15H08	CDC2	Bioreactors	Ceftriaxone	FS05	B	NA	NA	N	NA
CDC2Plate7F04	CDC2	Bioreactors	Ceftriaxone	FS05	B	NA	NA	N	NA
CDC2Plate11E07	CDC2	Bioreactors	Ceftriaxone	FS05	B	NA	NA	N	NA
CDC2Plate7D04	CDC2	Bioreactors	Ceftriaxone	FS05	B	NA	NA	N	NA
CDC2Plate12G08	CDC2	Bioreactors	Ceftriaxone	FS05	C	NA	NA	N	NA
CDC2Plate8A05	CDC2	Bioreactors	Ceftriaxone	FS05	C	NA	NA	N	NA
CDC2Plate16E07	CDC2	Bioreactors	Ceftriaxone	FS05	D	NA	NA	N	NA
CDC2Plate8C05	CDC2	Bioreactors	Ceftriaxone	FS05	D	NA	NA	N	NA
CDC2Plate15B06	CDC2	Bioreactors	Ceftriaxone	FS06	A	NA	NA	Y	NA
CDC2Plate7A06	CDC2	Bioreactors	Ceftriaxone	FS06	A	NA	NA	Y	NA
CDC2Plate10C07	CDC2	Bioreactors	Ceftriaxone	FS06	A	NA	NA	Y	NA
CDC2Plate6G04	CDC2	Bioreactors	Ceftriaxone	FS06	A	NA	NA	Y	NA
CDC2Plate15H09	CDC2	Bioreactors	Ceftriaxone	FS06	B	NA	NA	N	NA
CDC2Plate7F05	CDC2	Bioreactors	Ceftriaxone	FS06	B	NA	NA	N	NA
CDC2Plate11E08	CDC2	Bioreactors	Ceftriaxone	FS06	B	NA	NA	N	NA
CDC2Plate7D05	CDC2	Bioreactors	Ceftriaxone	FS06	B	NA	NA	N	NA
CDC2Plate12G09	CDC2	Bioreactors	Ceftriaxone	FS06	C	NA	NA	N	NA
CDC2Plate8A06	CDC2	Bioreactors	Ceftriaxone	FS06	C	NA	NA	N	NA
CDC2Plate16E08	CDC2	Bioreactors	Ceftriaxone	FS06	D	NA	NA	N	NA
CDC2Plate8C06	CDC2	Bioreactors	Ceftriaxone	FS06	D	NA	NA	N	NA
CDC2Plate15D02	CDC2	Bioreactors	Cefaclor	FS04	A	NA	NA	Y	NA
CDC2Plate7A07	CDC2	Bioreactors	Cefaclor	FS04	A	NA	NA	Y	NA
CDC2Plate6G05	CDC2	Bioreactors	Cefaclor	FS04	A	NA	NA	Y	NA
CDC2Plate9G03	CDC2	Bioreactors	Cefaclor	FS04	A	NA	NA	Y	NA
CDC2Plate16A09	CDC2	Bioreactors	Cefaclor	FS04	B	NA	NA	N	NA
CDC2Plate7F06	CDC2	Bioreactors	Cefaclor	FS04	B	NA	NA	N	NA
CDC2Plate11A06	CDC2	Bioreactors	Cefaclor	FS04	B	NA	NA	N	NA
CDC2Plate7D06	CDC2	Bioreactors	Cefaclor	FS04	B	NA	NA	N	NA
CDC2Plate12C07	CDC2	Bioreactors	Cefaclor	FS04	C	NA	NA	N	NA
CDC2Plate8A07	CDC2	Bioreactors	Cefaclor	FS04	C	NA	NA	N	NA
CDC2Plate16F06	CDC2	Bioreactors	Cefaclor	FS04	D	NA	NA	N	NA
CDC2Plate8C07	CDC2	Bioreactors	Cefaclor	FS04	D	NA	NA	N	NA
CDC2Plate15D03	CDC2	Bioreactors	Cefaclor	FS05	A	NA	NA	Y	NA
CDC2Plate7A08	CDC2	Bioreactors	Cefaclor	FS05	A	NA	NA	Y	NA
CDC2Plate10D02	CDC2	Bioreactors	Cefaclor	FS05	A	NA	NA	Y	NA
CDC2Plate6G06	CDC2	Bioreactors	Cefaclor	FS05	A	NA	NA	Y	NA
CDC2Plate16A10	CDC2	Bioreactors	Cefaclor	FS05	B	NA	NA	N	NA
CDC2Plate7F07	CDC2	Bioreactors	Cefaclor	FS05	B	NA	NA	N	NA
CDC2Plate11F03	CDC2	Bioreactors	Cefaclor	FS05	B	NA	NA	N	NA
CDC2Plate7D07	CDC2	Bioreactors	Cefaclor	FS05	B	NA	NA	N	NA
CDC2Plate12H04	CDC2	Bioreactors	Cefaclor	FS05	C	NA	NA	N	NA
CDC2Plate8A08	CDC2	Bioreactors	Cefaclor	FS05	C	NA	NA	N	NA
CDC2Plate16F07	CDC2	Bioreactors	Cefaclor	FS05	D	NA	NA	N	NA
CDC2Plate8C08	CDC2	Bioreactors	Cefaclor	FS05	D	NA	NA	N	NA
CDC2Plate15D04	CDC2	Bioreactors	Cefaclor	FS06	A	NA	NA	Y	NA
CDC2Plate7A09	CDC2	Bioreactors	Cefaclor	FS06	A	NA	NA	Y	NA
CDC2Plate10D03	CDC2	Bioreactors	Cefaclor	FS06	A	NA	NA	Y	NA
CDC2Plate6G07	CDC2	Bioreactors	Cefaclor	FS06	A	NA	NA	Y	NA
CDC2Plate16A11	CDC2	Bioreactors	Cefaclor	FS06	B	NA	NA	N	NA
CDC2Plate7F08	CDC2	Bioreactors	Cefaclor	FS06	B	NA	NA	N	NA
CDC2Plate11F04	CDC2	Bioreactors	Cefaclor	FS06	B	NA	NA	N	NA
CDC2Plate7D08	CDC2	Bioreactors	Cefaclor	FS06	B	NA	NA	N	NA
CDC2Plate12H05	CDC2	Bioreactors	Cefaclor	FS06	C	NA	NA	N	NA
CDC2Plate8A09	CDC2	Bioreactors	Cefaclor	FS06	C	NA	NA	N	NA
CDC2Plate16F08	CDC2	Bioreactors	Cefaclor	FS06	D	NA	NA	N	NA
CDC2Plate8C09	CDC2	Bioreactors	Cefaclor	FS06	D	NA	NA	N	NA
CDC2Plate7B12	CDC2	Bioreactors	Azithromycin	FS04	A	NA	NA	Y	NA
CDC2Plate9H07	CDC2	Bioreactors	Azithromycin	FS04	A	NA	NA	Y	NA
CDC2Plate11B10	CDC2	Bioreactors	Azithromycin	FS04	B	NA	NA	N	NA
CDC2Plate7G11	CDC2	Bioreactors	Azithromycin	FS04	B	NA	NA	N	NA
CDC2Plate12D11	CDC2	Bioreactors	Azithromycin	FS04	C	NA	NA	N	NA
CDC2Plate8D12	CDC2	Bioreactors	Azithromycin	FS04	C	NA	NA	N	NA
CDC2Plate7C01	CDC2	Bioreactors	Azithromycin	FS05	A	NA	NA	Y	NA
CDC2Plate11G07	CDC2	Bioreactors	Azithromycin	FS05	B	NA	NA	N	NA
CDC2Plate7G12	CDC2	Bioreactors	Azithromycin	FS05	B	NA	NA	N	NA
CDC2Plate13A10	CDC2	Bioreactors	Azithromycin	FS05	C	NA	NA	N	NA
CDC2Plate8E01	CDC2	Bioreactors	Azithromycin	FS05	C	NA	NA	N	NA
CDC2Plate10E07	CDC2	Bioreactors	Azithromycin	FS06	A	NA	NA	Y	NA
CDC2Plate7C02	CDC2	Bioreactors	Azithromycin	FS06	A	NA	NA	Y	NA
CDC2Plate11G08	CDC2	Bioreactors	Azithromycin	FS06	B	NA	NA	N	NA
CDC2Plate7H01	CDC2	Bioreactors	Azithromycin	FS06	B	NA	NA	N	NA
CDC2Plate13A11	CDC2	Bioreactors	Azithromycin	FS06	C	NA	NA	N	NA
CDC2Plate8E02	CDC2	Bioreactors	Azithromycin	FS06	C	NA	NA	N	NA
CDC2Plate7A12	CDC2	Bioreactors	Augmentin	FS04	A	NA	NA	Y	NA
CDC2Plate9H03	CDC2	Bioreactors	Augmentin	FS04	A	NA	NA	Y	NA
CDC2Plate11B06	CDC2	Bioreactors	Augmentin	FS04	B	NA	NA	N	NA
CDC2Plate7F11	CDC2	Bioreactors	Augmentin	FS04	B	NA	NA	N	NA
CDC2Plate12D07	CDC2	Bioreactors	Augmentin	FS04	C	NA	NA	N	NA
CDC2Plate8C12	CDC2	Bioreactors	Augmentin	FS04	C	NA	NA	N	NA
CDC2Plate10E02	CDC2	Bioreactors	Augmentin	FS05	A	NA	NA	Y	NA
CDC2Plate7B01	CDC2	Bioreactors	Augmentin	FS05	A	NA	NA	Y	NA
CDC2Plate11G03	CDC2	Bioreactors	Augmentin	FS05	B	NA	NA	N	NA
CDC2Plate7F12	CDC2	Bioreactors	Augmentin	FS05	B	NA	NA	N	NA
CDC2Plate13A06	CDC2	Bioreactors	Augmentin	FS05	C	NA	NA	N	NA
CDC2Plate8D01	CDC2	Bioreactors	Augmentin	FS05	C	NA	NA	N	NA
CDC2Plate10E03	CDC2	Bioreactors	Augmentin	FS06	A	NA	NA	Y	NA
CDC2Plate7B02	CDC2	Bioreactors	Augmentin	FS06	A	NA	NA	Y	NA
CDC2Plate11G04	CDC2	Bioreactors	Augmentin	FS06	B	NA	NA	N	NA
CDC2Plate7G01	CDC2	Bioreactors	Augmentin	FS06	B	NA	NA	N	NA
CDC2Plate13A07	CDC2	Bioreactors	Augmentin	FS06	C	NA	NA	N	NA
CDC2Plate8D02	CDC2	Bioreactors	Augmentin	FS06	C	NA	NA	N	NA
